	0
ZNF566	ZNF566
AC092295.2	AC092295.2
ZNF260	ZNF260
AC092295.1	AC092295.1
ZNF529	ZNF529
ZNF529-AS1	ZNF529-AS1
ZNF382	ZNF382
ZNF461	ZNF461
AC074138.1	AC074138.1
LINC01534	LINC01534
ZNF567	ZNF567
ZNF850	ZNF850
AC020928.2	AC020928.2
AC020928.3	AC020928.3
AC020928.1	AC020928.1
ZNF790	ZNF790
ZNF345	ZNF345
ZNF829	ZNF829
ZNF568	ZNF568
ZNF420	ZNF420
AC010632.1	AC010632.1
AC012309.1	AC012309.1
ZNF585A	ZNF585A
AC012309.2	AC012309.2
ZNF585B	ZNF585B
ZNF383	ZNF383
LINC01535	LINC01535
AC016590.1	AC016590.1
HKR1	HKR1
AC016590.3	AC016590.3
ZNF527	ZNF527
ZNF569	ZNF569
ZNF570	ZNF570
ZNF793-AS1	ZNF793-AS1
AC022148.2	AC022148.2
ZNF793	ZNF793
AC022148.1	AC022148.1
ZNF571-AS1	ZNF571-AS1
ZNF540	ZNF540
ZNF571	ZNF571
ZFP30	ZFP30
ZNF781	ZNF781
AC093227.2	AC093227.2
ZNF607	ZNF607
AC093227.1	AC093227.1
ZNF573	ZNF573
WDR87	WDR87
SIPA1L3	SIPA1L3
AC011465.1	AC011465.1
DPF1	DPF1
SPINT2	SPINT2
PPP1R14A	PPP1R14A
AC011479.1	AC011479.1
C19orf33	C19orf33
YIF1B	YIF1B
KCNK6	KCNK6
CATSPERG	CATSPERG
AC005625.1	AC005625.1
PSMD8	PSMD8
GGN	GGN
AC005789.1	AC005789.1
SPRED3	SPRED3
FAM98C	FAM98C
RASGRP4	RASGRP4
RYR1	RYR1
AC067969.2	AC067969.2
AC067969.1	AC067969.1
MAP4K1	MAP4K1
AC008649.1	AC008649.1
EIF3K	EIF3K
ACTN4	ACTN4
AC008649.2	AC008649.2
CAPN12	CAPN12
AC022144.1	AC022144.1
LGALS7	LGALS7
LGALS7B	LGALS7B
LGALS4	LGALS4
ECH1	ECH1
AC008982.1	AC008982.1
AC104534.1	AC104534.1
HNRNPL	HNRNPL
RINL	RINL
AC011455.1	AC011455.1
SIRT2	SIRT2
NFKBIB	NFKBIB
CCER2	CCER2
SARS2	SARS2
AC011455.2	AC011455.2
MRPS12	MRPS12
ERVK9-11	ERVK9-11
FBXO17	FBXO17
FBXO27	FBXO27
AC010605.1	AC010605.1
ACP7	ACP7
PAK4	PAK4
AC011443.1	AC011443.1
NCCRP1	NCCRP1
SYCN	SYCN
IFNL3	IFNL3
IFNL2	IFNL2
IFNL1	IFNL1
LRFN1	LRFN1
GMFG	GMFG
AC011445.2	AC011445.2
SAMD4B	SAMD4B
PAF1	PAF1
MED29	MED29
ZFP36	ZFP36
PLEKHG2	PLEKHG2
RPS16	RPS16
SUPT5H	SUPT5H
TIMM50	TIMM50
DLL3	DLL3
SELENOV	SELENOV
EID2B	EID2B
AC011500.3	AC011500.3
EID2	EID2
LGALS13	LGALS13
LGALS16	LGALS16
AC005515.2	AC005515.2
LGALS14	LGALS14
CLC	CLC
LEUTX	LEUTX
AC005393.1	AC005393.1
DYRK1B	DYRK1B
FBL	FBL
FCGBP	FCGBP
PSMC4	PSMC4
ZNF546	ZNF546
ZNF780B	ZNF780B
ZNF780A	ZNF780A
AC005614.1	AC005614.1
MAP3K10	MAP3K10
TTC9B	TTC9B
CNTD2	CNTD2
AKT2	AKT2
C19orf47	C19orf47
PLD3	PLD3
HIPK4	HIPK4
PRX	PRX
SERTAD1	SERTAD1
AC010271.2	AC010271.2
SERTAD3	SERTAD3
AC010271.1	AC010271.1
BLVRB	BLVRB
SPTBN4	SPTBN4
SHKBP1	SHKBP1
LTBP4	LTBP4
NUMBL	NUMBL
COQ8B	COQ8B
ITPKC	ITPKC
C19orf54	C19orf54
SNRPA	SNRPA
MIA-RAB4B	MIA-RAB4B
MIA	MIA
RAB4B	RAB4B
RAB4B-EGLN2	RAB4B-EGLN2
AC008537.4	AC008537.4
EGLN2	EGLN2
AC008537.1	AC008537.1
AC008537.2	AC008537.2
CYP2A6	CYP2A6
CYP2A7	CYP2A7
CYP2B6	CYP2B6
CYP2A13	CYP2A13
CYP2F1	CYP2F1
CYP2S1	CYP2S1
AXL	AXL
AC011510.1	AC011510.1
HNRNPUL1	HNRNPUL1
TGFB1	TGFB1
CCDC97	CCDC97
AC011462.1	AC011462.1
TMEM91	TMEM91
B9D2	B9D2
EXOSC5	EXOSC5
BCKDHA	BCKDHA
AC011462.2	AC011462.2
B3GNT8	B3GNT8
DMAC2	DMAC2
ERICH4	ERICH4
PCAT19	PCAT19
AC243960.3	AC243960.3
LINC01480	LINC01480
AC243960.1	AC243960.1
CEACAM21	CEACAM21
CEACAM4	CEACAM4
CEACAM7	CEACAM7
CEACAM5	CEACAM5
AC243967.1	AC243967.1
CEACAM6	CEACAM6
AC243967.2	AC243967.2
CEACAM3	CEACAM3
AC243967.3	AC243967.3
LYPD4	LYPD4
DMRTC2	DMRTC2
RPS19	RPS19
CD79A	CD79A
ARHGEF1	ARHGEF1
AC010616.1	AC010616.1
RABAC1	RABAC1
AC010616.2	AC010616.2
ATP1A3	ATP1A3
GRIK5	GRIK5
ZNF574	ZNF574
POU2F2	POU2F2
AC010247.2	AC010247.2
DEDD2	DEDD2
ZNF526	ZNF526
GSK3A	GSK3A
AC006486.1	AC006486.1
ERF	ERF
CIC	CIC
PAFAH1B3	PAFAH1B3
PRR19	PRR19
TMEM145	TMEM145
MEGF8	MEGF8
CNFN	CNFN
LIPE-AS1	LIPE-AS1
LIPE	LIPE
CXCL17	CXCL17
CEACAM1	CEACAM1
CEACAM8	CEACAM8
PSG3	PSG3
PSG8	PSG8
PSG8-AS1	PSG8-AS1
PSG1	PSG1
PSG6	PSG6
PSG7	PSG7
AC004784.1	AC004784.1
PSG11	PSG11
PSG2	PSG2
AC005392.1	AC005392.1
PSG5	PSG5
PSG4	PSG4
PSG9	PSG9
AC005392.2	AC005392.2
CD177	CD177
AC005392.3	AC005392.3
TEX101	TEX101
LYPD3	LYPD3
PHLDB3	PHLDB3
ETHE1	ETHE1
ZNF575	ZNF575
XRCC1	XRCC1
L34079.2	L34079.2
L34079.1	L34079.1
L34079.3	L34079.3
PINLYP	PINLYP
IRGQ	IRGQ
ZNF576	ZNF576
SRRM5	SRRM5
ZNF428	ZNF428
CADM4	CADM4
PLAUR	PLAUR
IRGC	IRGC
SMG9	SMG9
KCNN4	KCNN4
AC115522.1	AC115522.1
LYPD5	LYPD5
ZNF283	ZNF283
ZNF404	ZNF404
AC006213.2	AC006213.2
AC006213.3	AC006213.3
ZNF45	ZNF45
ZNF221	ZNF221
ZNF155	ZNF155
AC006213.1	AC006213.1
ZNF230	ZNF230
AC067968.2	AC067968.2
ZNF222	ZNF222
AC067968.1	AC067968.1
ZNF223	ZNF223
ZNF284	ZNF284
ZNF224	ZNF224
AC021092.1	AC021092.1
ZNF225	ZNF225
ZNF234	ZNF234
ZNF226	ZNF226
ZNF227	ZNF227
ZNF235	ZNF235
ZNF233	ZNF233
ZNF112	ZNF112
AC245748.1	AC245748.1
ZNF285	ZNF285
ZNF229	ZNF229
ZNF180	ZNF180
CEACAM20	CEACAM20
AC245748.3	AC245748.3
IGSF23	IGSF23
AC243964.2	AC243964.2
PVR	PVR
CEACAM19	CEACAM19
CEACAM16	CEACAM16
BCL3	BCL3
CBLC	CBLC
AC092306.1	AC092306.1
BCAM	BCAM
NECTIN2	NECTIN2
AC011481.2	AC011481.2
TOMM40	TOMM40
APOE	APOE
APOC1	APOC1
APOC4-APOC2	APOC4-APOC2
APOC4	APOC4
APOC2	APOC2
AC011481.1	AC011481.1
CLPTM1	CLPTM1
RELB	RELB
CLASRP	CLASRP
ZNF296	ZNF296
GEMIN7-AS1	GEMIN7-AS1
GEMIN7	GEMIN7
MARK4	MARK4
PPP1R37	PPP1R37
AC005757.1	AC005757.1
NKPD1	NKPD1
TRAPPC6A	TRAPPC6A
BLOC1S3	BLOC1S3
AC005779.2	AC005779.2
AC005779.1	AC005779.1
EXOC3L2	EXOC3L2
CKM	CKM
KLC3	KLC3
ERCC2	ERCC2
PPP1R13L	PPP1R13L
CD3EAP	CD3EAP
ERCC1	ERCC1
FOSB	FOSB
RTN2	RTN2
PPM1N	PPM1N
VASP	VASP
OPA3	OPA3
GPR4	GPR4
EML2	EML2
GIPR	GIPR
SNRPD2	SNRPD2
QPCTL	QPCTL
FBXO46	FBXO46
BHMG1	BHMG1
SIX5	SIX5
DM1-AS	DM1-AS
DMPK	DMPK
AC011530.1	AC011530.1
DMWD	DMWD
RSPH6A	RSPH6A
SYMPK	SYMPK
AC092301.1	AC092301.1
FOXA3	FOXA3
IRF2BP1	IRF2BP1
MYPOP	MYPOP
NANOS2	NANOS2
NOVA2	NOVA2
CCDC61	CCDC61
PGLYRP1	PGLYRP1
AC007785.3	AC007785.3
IGFL4	IGFL4
AC007785.1	AC007785.1
IGFL3	IGFL3
IGFL2	IGFL2
AC006262.2	AC006262.2
IGFL2-AS1	IGFL2-AS1
AC006262.3	AC006262.3
IGFL1	IGFL1
HIF3A	HIF3A
AC007193.2	AC007193.2
PPP5C	PPP5C
AC007193.1	AC007193.1
AC007193.3	AC007193.3
CCDC8	CCDC8
PNMA8C	PNMA8C
PNMA8A	PNMA8A
PPP5D1	PPP5D1
PNMA8B	PNMA8B
AC011484.1	AC011484.1
CALM3	CALM3
AC093503.2	AC093503.2
PTGIR	PTGIR
GNG8	GNG8
DACT3	DACT3
DACT3-AS1	DACT3-AS1
PRKD2	PRKD2
STRN4	STRN4
AC008635.1	AC008635.1
FKRP	FKRP
SLC1A5	SLC1A5
AC008622.2	AC008622.2
AP2S1	AP2S1
ARHGAP35	ARHGAP35
NPAS1	NPAS1
TMEM160	TMEM160
ZC3H4	ZC3H4
SAE1	SAE1
BBC3	BBC3
CCDC9	CCDC9
INAFM1	INAFM1
C5AR1	C5AR1
C5AR2	C5AR2
DHX34	DHX34
MEIS3	MEIS3
SLC8A2	SLC8A2
KPTN	KPTN
NAPA-AS1	NAPA-AS1
NAPA	NAPA
ZNF541	ZNF541
AC010519.1	AC010519.1
AC010331.1	AC010331.1
BICRA	BICRA
BICRA-AS1	BICRA-AS1
EHD2	EHD2
NOP53	NOP53
NOP53-AS1	NOP53-AS1
SELENOW	SELENOW
TPRX1	TPRX1
CRX	CRX
LINC01595	LINC01595
SULT2A1	SULT2A1
BSPH1	BSPH1
ELSPBP1	ELSPBP1
CABP5	CABP5
PLA2G4C	PLA2G4C
PLA2G4C-AS1	PLA2G4C-AS1
LIG1	LIG1
AC011466.3	AC011466.3
AC011466.2	AC011466.2
ZSWIM9	ZSWIM9
CARD8	CARD8
AC011466.1	AC011466.1
CARD8-AS1	CARD8-AS1
AC008392.1	AC008392.1
ZNF114	ZNF114
CCDC114	CCDC114
EMP3	EMP3
TMEM143	TMEM143
SYNGR4	SYNGR4
KDELR1	KDELR1
GRIN2D	GRIN2D
GRWD1	GRWD1
KCNJ14	KCNJ14
AC008403.2	AC008403.2
AC008403.1	AC008403.1
CYTH2	CYTH2
LMTK3	LMTK3
AC008403.3	AC008403.3
SULT2B1	SULT2B1
FAM83E	FAM83E
SPACA4	SPACA4
RPL18	RPL18
AC022154.1	AC022154.1
SPHK2	SPHK2
DBP	DBP
CA11	CA11
NTN5	NTN5
FUT2	FUT2
MAMSTR	MAMSTR
RASIP1	RASIP1
IZUMO1	IZUMO1
FUT1	FUT1
FGF21	FGF21
BCAT2	BCAT2
HSD17B14	HSD17B14
PLEKHA4	PLEKHA4
PPP1R15A	PPP1R15A
TULP2	TULP2
NUCB1	NUCB1
NUCB1-AS1	NUCB1-AS1
DHDH	DHDH
BAX	BAX
AC026803.2	AC026803.2
FTL	FTL
GYS1	GYS1
RUVBL2	RUVBL2
LHB	LHB
AC008687.4	AC008687.4
CGB3	CGB3
AC008687.1	AC008687.1
CGB2	CGB2
CGB1	CGB1
CGB5	CGB5
CGB8	CGB8
CGB7	CGB7
AC008687.8	AC008687.8
AC008687.2	AC008687.2
NTF4	NTF4
AC008687.3	AC008687.3
KCNA7	KCNA7
SNRNP70	SNRNP70
LIN7B	LIN7B
C19orf73	C19orf73
PPFIA3	PPFIA3
HRC	HRC
TRPM4	TRPM4
SLC6A16	SLC6A16
AC011450.1	AC011450.1
CD37	CD37
TEAD2	TEAD2
AC010524.1	AC010524.1
DKKL1	DKKL1
AC010643.1	AC010643.1
CCDC155	CCDC155
PTH2	PTH2
GFY	GFY
SLC17A7	SLC17A7
PIH1D1	PIH1D1
ALDH16A1	ALDH16A1
AC010619.1	AC010619.1
FLT3LG	FLT3LG
RPL13A	RPL13A
RPS11	RPS11
FCGRT	FCGRT
RCN3	RCN3
NOSIP	NOSIP
PRRG2	PRRG2
PRR12	PRR12
AC011495.2	AC011495.2
RRAS	RRAS
SCAF1	SCAF1
IRF3	IRF3
BCL2L12	BCL2L12
PRMT1	PRMT1
ADM5	ADM5
AC011495.3	AC011495.3
CPT1C	CPT1C
TSKS	TSKS
AP2A1	AP2A1
FUZ	FUZ
AC006942.1	AC006942.1
MED25	MED25
PTOV1-AS1	PTOV1-AS1
PTOV1	PTOV1
AC018766.1	AC018766.1
PTOV1-AS2	PTOV1-AS2
PNKP	PNKP
AKT1S1	AKT1S1
TBC1D17	TBC1D17
IL4I1	IL4I1
NUP62	NUP62
AC011452.1	AC011452.1
ATF5	ATF5
SIGLEC11	SIGLEC11
VRK3	VRK3
ZNF473	ZNF473
AC010624.3	AC010624.3
AC010624.2	AC010624.2
IZUMO2	IZUMO2
MYH14	MYH14
AC008655.1	AC008655.1
KCNC3	KCNC3
NR1H2	NR1H2
NAPSA	NAPSA
AC008655.2	AC008655.2
POLD1	POLD1
AC020909.1	AC020909.1
SPIB	SPIB
MYBPC2	MYBPC2
FAM71E1	FAM71E1
EMC10	EMC10
AC020909.3	AC020909.3
AC020909.2	AC020909.2
JOSD2	JOSD2
ASPDH	ASPDH
LRRC4B	LRRC4B
SYT3	SYT3
C19orf81	C19orf81
SHANK1	SHANK1
CLEC11A	CLEC11A
GPR32	GPR32
AC010325.1	AC010325.1
ACP4	ACP4
AC010325.2	AC010325.2
C19orf48	C19orf48
LINC01869	LINC01869
KLK1	KLK1
KLK15	KLK15
AC011523.1	AC011523.1
KLK3	KLK3
KLK2	KLK2
KLK4	KLK4
KLK5	KLK5
AC011483.2	AC011483.2
KLK6	KLK6
AC011483.1	AC011483.1
KLK7	KLK7
KLK8	KLK8
AC011473.4	AC011473.4
KLK9	KLK9
KLK10	KLK10
AC011473.2	AC011473.2
KLK11	KLK11
KLK12	KLK12
AC011473.3	AC011473.3
AC011473.1	AC011473.1
KLK13	KLK13
KLK14	KLK14
CTU1	CTU1
SIGLEC9	SIGLEC9
SIGLEC7	SIGLEC7
AC063977.6	AC063977.6
CD33	CD33
SIGLECL1	SIGLECL1
AC063977.3	AC063977.3
LINC01872	LINC01872
IGLON5	IGLON5
VSIG10L	VSIG10L
AC008750.3	AC008750.3
ETFB	ETFB
AC008750.4	AC008750.4
AC008750.8	AC008750.8
CLDND2	CLDND2
NKG7	NKG7
LIM2	LIM2
C19orf84	C19orf84
AC008750.7	AC008750.7
SIGLEC10	SIGLEC10
AC008750.1	AC008750.1
AC008750.2	AC008750.2
SIGLEC8	SIGLEC8
CEACAM18	CEACAM18
SIGLEC12	SIGLEC12
SIGLEC6	SIGLEC6
AC020914.1	AC020914.1
ZNF175	ZNF175
AC018755.1	AC018755.1
SIGLEC5	SIGLEC5
AC018755.2	AC018755.2
SIGLEC14	SIGLEC14
SPACA6P-AS	SPACA6P-AS
SPACA6	SPACA6
HAS1	HAS1
FPR1	FPR1
FPR2	FPR2
FPR3	FPR3
ZNF577	ZNF577
AC006272.1	AC006272.1
ZNF649-AS1	ZNF649-AS1
ZNF649	ZNF649
ZNF613	ZNF613
ZNF350-AS1	ZNF350-AS1
ZNF350	ZNF350
ZNF615	ZNF615
ZNF614	ZNF614
ZNF432	ZNF432
AC011468.5	AC011468.5
ZNF841	ZNF841
ZNF616	ZNF616
AC011468.3	AC011468.3
ZNF836	ZNF836
AC010320.1	AC010320.1
PPP2R1A	PPP2R1A
AC010320.2	AC010320.2
ZNF766	ZNF766
AC010320.3	AC010320.3
ZNF480	ZNF480
AC010320.4	AC010320.4
ZNF610	ZNF610
ZNF880	ZNF880
ZNF528	ZNF528
ZNF534	ZNF534
ZNF578	ZNF578
AC022150.3	AC022150.3
ZNF808	ZNF808
ZNF701	ZNF701
AC022150.1	AC022150.1
ZNF83	ZNF83
ZNF611	ZNF611
ZNF600	ZNF600
ZNF28	ZNF28
ZNF468	ZNF468
ZNF320	ZNF320
AC010487.3	AC010487.3
ZNF888	ZNF888
AC010487.2	AC010487.2
ZNF816-ZNF321P	ZNF816-ZNF321P
ZNF816	ZNF816
AC010328.1	AC010328.1
ERVV-1	ERVV-1
ERVV-2	ERVV-2
ZNF160	ZNF160
ZNF415	ZNF415
ZNF347	ZNF347
ZNF665	ZNF665
AC092070.1	AC092070.1
ZNF677	ZNF677
AC092070.3	AC092070.3
VN1R2	VN1R2
VN1R4	VN1R4
AC092070.4	AC092070.4
BIRC8	BIRC8
ZNF845	ZNF845
ZNF525	ZNF525
ZNF765	ZNF765
ZNF761	ZNF761
ZNF813	ZNF813
ZNF331	ZNF331
DPRX	DPRX
AC011453.1	AC011453.1
AC008753.3	AC008753.3
AC008753.2	AC008753.2
NLRP12	NLRP12
AC008440.1	AC008440.1
AC008440.3	AC008440.3
MYADM	MYADM
AC008440.2	AC008440.2
PRKCG	PRKCG
CACNG7	CACNG7
CACNG8	CACNG8
CACNG6	CACNG6
VSTM1	VSTM1
TARM1	TARM1
OSCAR	OSCAR
NDUFA3	NDUFA3
TFPT	TFPT
PRPF31	PRPF31
AC245052.4	AC245052.4
CNOT3	CNOT3
LENG1	LENG1
TMC4	TMC4
MBOAT7	MBOAT7
TSEN34	TSEN34
AC245052.1	AC245052.1
RPS9	RPS9
LILRB3	LILRB3
AC245052.7	AC245052.7
LILRA6	LILRA6
LILRB5	LILRB5
LILRB2	LILRB2
LILRA5	LILRA5
LILRA4	LILRA4
LAIR1	LAIR1
TTYH1	TTYH1
AC245884.1	AC245884.1
AC245884.10	AC245884.10
AC245884.8	AC245884.8
LENG8-AS1	LENG8-AS1
LENG8	LENG8
LENG9	LENG9
CDC42EP5	CDC42EP5
LAIR2	LAIR2
KIR3DX1	KIR3DX1
LILRA2	LILRA2
AC245036.5	AC245036.5
LILRA1	LILRA1
LILRB1	LILRB1
LILRB1-AS1	LILRB1-AS1
LILRB4	LILRB4
KIR3DL3	KIR3DL3
KIR2DL3	KIR2DL3
KIR2DL1	KIR2DL1
KIR2DL4	KIR2DL4
KIR3DL1	KIR3DL1
KIR3DL2	KIR3DL2
FCAR	FCAR
AC245128.3	AC245128.3
NCR1	NCR1
NLRP7	NLRP7
NLRP2	NLRP2
AC011476.3	AC011476.3
GP6	GP6
RDH13	RDH13
EPS8L1	EPS8L1
PPP1R12C	PPP1R12C
TNNT1	TNNT1
TNNI3	TNNI3
AC010327.1	AC010327.1
DNAAF3	DNAAF3
AC010327.3	AC010327.3
SYT5	SYT5
PTPRH	PTPRH
AC010327.4	AC010327.4
TMEM86B	TMEM86B
PPP6R1	PPP6R1
HSPBP1	HSPBP1
BRSK1	BRSK1
AC020922.2	AC020922.2
TMEM150B	TMEM150B
AC020922.4	AC020922.4
KMT5C	KMT5C
COX6B2	COX6B2
AC020922.1	AC020922.1
FAM71E2	FAM71E2
IL11	IL11
TMEM190	TMEM190
AC020922.3	AC020922.3
TMEM238	TMEM238
RPL28	RPL28
UBE2S	UBE2S
SHISA7	SHISA7
ISOC2	ISOC2
C19orf85	C19orf85
AC008735.3	AC008735.3
ZNF628	ZNF628
NAT14	NAT14
SSC5D	SSC5D
SBK2	SBK2
SBK3	SBK3
ZNF579	ZNF579
FIZ1	FIZ1
ZNF524	ZNF524
ZNF865	ZNF865
AC008735.4	AC008735.4
ZNF784	ZNF784
ZNF580	ZNF580
ZNF581	ZNF581
CCDC106	CCDC106
U2AF2	U2AF2
AC008735.2	AC008735.2
EPN1	EPN1
AC010525.1	AC010525.1
NLRP9	NLRP9
RFPL4A	RFPL4A
RFPL4AL1	RFPL4AL1
NLRP11	NLRP11
NLRP4	NLRP4
NLRP13	NLRP13
NLRP8	NLRP8
NLRP5	NLRP5
LINC01864	LINC01864
ZNF787	ZNF787
ZNF444	ZNF444
GALP	GALP
ZSCAN5B	ZSCAN5B
ZSCAN5C	ZSCAN5C
ZSCAN5A	ZSCAN5A
EDDM13	EDDM13
AC006116.8	AC006116.8
AC006116.9	AC006116.9
ZNF582	ZNF582
AC006116.4	AC006116.4
ZNF582-AS1	ZNF582-AS1
ZNF583	ZNF583
ZNF667	ZNF667
ZNF667-AS1	ZNF667-AS1
ZNF471	ZNF471
AC005498.1	AC005498.1
AC005498.2	AC005498.2
ZFP28	ZFP28
AC005498.3	AC005498.3
ZNF470	ZNF470
ZNF71	ZNF71
SMIM17	SMIM17
ZNF835	ZNF835
AC006115.1	AC006115.1
AC007228.2	AC007228.2
AC006115.3	AC006115.3
ZIM2-AS1	ZIM2-AS1
ZIM2	ZIM2
PEG3	PEG3
MIMT1	MIMT1
USP29	USP29
ZIM3	ZIM3
DUXA	DUXA
ZNF264	ZNF264
AURKC	AURKC
ZNF805	ZNF805
AC005261.3	AC005261.3
ZNF460-AS1	ZNF460-AS1
ZNF460	ZNF460
AC005261.1	AC005261.1
ZNF543	ZNF543
AC005261.2	AC005261.2
ZNF304	ZNF304
ZNF547	ZNF547
TRAPPC2B	TRAPPC2B
AC003002.1	AC003002.1
ZNF548	ZNF548
AC003002.3	AC003002.3
AC003002.2	AC003002.2
ZNF17	ZNF17
ZNF749	ZNF749
AC004076.1	AC004076.1
AC004076.2	AC004076.2
VN1R1	VN1R1
ZNF772	ZNF772
AC003005.2	AC003005.2
ZNF419	ZNF419
AC003005.1	AC003005.1
ZNF773	ZNF773
ZNF549	ZNF549
ZNF550	ZNF550
ZNF416	ZNF416
ZIK1	ZIK1
ZNF530	ZNF530
ZNF134	ZNF134
AC003682.1	AC003682.1
ZNF211	ZNF211
ZSCAN4	ZSCAN4
ZNF551	ZNF551
AC003006.1	AC003006.1
ZNF154	ZNF154
ZNF671	ZNF671
ZNF776	ZNF776
ZNF586	ZNF586
ZNF552	ZNF552
AC010522.1	AC010522.1
ZNF587B	ZNF587B
ZNF814	ZNF814
ZNF587	ZNF587
AC010326.2	AC010326.2
ZNF417	ZNF417
ZNF418	ZNF418
ZNF256	ZNF256
C19orf18	C19orf18
ZNF606	ZNF606
ZSCAN1	ZSCAN1
ZNF135	ZNF135
ZSCAN18	ZSCAN18
ZNF329	ZNF329
ZNF274	ZNF274
ZNF544	ZNF544
AC020915.5	AC020915.5
AC020915.3	AC020915.3
ZNF8	ZNF8
AC020915.1	AC020915.1
ERVK3-1	ERVK3-1
AC010642.2	AC010642.2
ZSCAN22	ZSCAN22
A1BG	A1BG
A1BG-AS1	A1BG-AS1
ZNF497	ZNF497
AC012313.2	AC012313.2
AC012313.6	AC012313.6
ZNF837	ZNF837
RPS5	RPS5
RNF225	RNF225
LINC02560	LINC02560
ZNF584	ZNF584
AC012313.1	AC012313.1
AC012313.5	AC012313.5
ZNF132	ZNF132
AC012313.8	AC012313.8
ZNF324B	ZNF324B
ZNF324	ZNF324
ZNF446	ZNF446
AC012313.7	AC012313.7
SLC27A5	SLC27A5
AC012313.9	AC012313.9
ZBTB45	ZBTB45
TRIM28	TRIM28
CHMP2A	CHMP2A
UBE2M	UBE2M
MZF1-AS1	MZF1-AS1
MZF1	MZF1
AC016629.2	AC016629.2
SRY	SRY
RPS4Y1	RPS4Y1
AC006157.1	AC006157.1
ZFY	ZFY
ZFY-AS1	ZFY-AS1
LINC00278	LINC00278
TGIF2LY	TGIF2LY
AC010737.1	AC010737.1
AC010722.1	AC010722.1
PCDH11Y	PCDH11Y
TSPY2	TSPY2
LINC00280	LINC00280
TTTY1B	TTTY1B
TTTY2B	TTTY2B
TTTY21B	TTTY21B
TTTY7	TTTY7
TTTY8B	TTTY8B
AMELY	AMELY
TBL1Y	TBL1Y
TTTY16	TTTY16
TTTY12	TTTY12
LINC00279	LINC00279
TTTY18	TTTY18
TTTY19	TTTY19
TTTY11	TTTY11
TTTY20	TTTY20
TSPY4	TSPY4
TSPY8	TSPY8
TSPY3	TSPY3
FAM197Y5	FAM197Y5
TSPY1	TSPY1
TSPY10	TSPY10
TTTY8	TTTY8
TTTY7B	TTTY7B
TTTY21	TTTY21
TTTY2	TTTY2
TTTY1	TTTY1
TTTY22	TTTY22
AC010891.1	AC010891.1
TTTY23	TTTY23
TTTY15	TTTY15
USP9Y	USP9Y
DDX3Y	DDX3Y
UTY	UTY
TMSB4Y	TMSB4Y
VCY	VCY
VCY1B	VCY1B
AC010723.1	AC010723.1
NLGN4Y	NLGN4Y
NLGN4Y-AS1	NLGN4Y-AS1
FAM41AY1	FAM41AY1
FAM224B	FAM224B
CDY2B	CDY2B
CDY2A	CDY2A
FAM224A	FAM224A
FAM41AY2	FAM41AY2
AC022486.1	AC022486.1
HSFY1	HSFY1
TTTY9B	TTTY9B
HSFY2	HSFY2
TTTY14	TTTY14
AC010889.1	AC010889.1
KDM5D	KDM5D
TTTY10	TTTY10
EIF1AY	EIF1AY
RPS4Y2	RPS4Y2
AC007876.1	AC007876.1
PRORY	PRORY
RBMY1B	RBMY1B
RBMY1A1	RBMY1A1
TTTY13	TTTY13
RBMY1D	RBMY1D
RBMY1E	RBMY1E
PRY2	PRY2
AC007359.1	AC007359.1
TTTY6B	TTTY6B
RBMY1F	RBMY1F
TTTY5	TTTY5
RBMY1J	RBMY1J
AC008175.1	AC008175.1
TTTY6	TTTY6
PRY	PRY
TTTY17A	TTTY17A
TTTY4	TTTY4
BPY2	BPY2
DAZ1	DAZ1
DAZ2	DAZ2
TTTY3B	TTTY3B
CDY1B	CDY1B
TTTY17B	TTTY17B
TTTY4B	TTTY4B
BPY2B	BPY2B
DAZ3	DAZ3
DAZ4	DAZ4
BPY2C	BPY2C
TTTY4C	TTTY4C
TTTY17C	TTTY17C
LINC00266-4P	LINC00266-4P
CDY1	CDY1
TTTY3	TTTY3
CU104787.1	CU104787.1
AP000542.3	AP000542.3
AP000542.2	AP000542.2
OR11H1	OR11H1
AP000534.1	AP000534.1
AP000532.2	AP000532.2
POTEH	POTEH
POTEH-AS1	POTEH-AS1
AP000527.1	AP000527.1
AC145543.1	AC145543.1
AP000547.2	AP000547.2
CCT8L2	CCT8L2
AP000547.3	AP000547.3
AP000365.1	AP000365.1
LINC01665	LINC01665
XKR3	XKR3
AC007064.2	AC007064.2
IGKV1OR22-5	IGKV1OR22-5
IGKV2OR22-4	IGKV2OR22-4
IGKV2OR22-3	IGKV2OR22-3
IGKV3OR22-2	IGKV3OR22-2
IGKV1OR22-1	IGKV1OR22-1
GAB4	GAB4
AC006946.2	AC006946.2
AC006946.3	AC006946.3
IL17RA	IL17RA
TMEM121B	TMEM121B
LINC01664	LINC01664
HDHD5	HDHD5
HDHD5-AS1	HDHD5-AS1
ADA2	ADA2
CECR3	CECR3
CECR2	CECR2
SLC25A18	SLC25A18
AC007666.1	AC007666.1
ATP6V1E1	ATP6V1E1
BCL2L13	BCL2L13
BID	BID
LINC00528	LINC00528
MICAL3	MICAL3
LINC01634	LINC01634
AC016027.1	AC016027.1
PEX26	PEX26
TUBA8	TUBA8
AC008079.2	AC008079.2
USP18	USP18
AC008079.1	AC008079.1
LINC01660	LINC01660
AC011718.1	AC011718.1
FAM230A	FAM230A
AC023490.1	AC023490.1
AC023490.3	AC023490.3
GGTLC3	GGTLC3
