genes	class	species
Gm29235	predict_gene_Gm	mice
Gm13905	predict_gene_Gm	mice
Gm13919	predict_gene_Gm	mice
Gm13920	predict_gene_Gm	mice
Gm13872	predict_gene_Gm	mice
Gm13874	predict_gene_Gm	mice
Gm13869	predict_gene_Gm	mice
Gm13881	predict_gene_Gm	mice
Gm10912	predict_gene_Gm	mice
Gm10799	predict_gene_Gm	mice
Gm13883	predict_gene_Gm	mice
Gm11060	predict_gene_Gm	mice
Gm13954	predict_gene_Gm	mice
Gm29053	predict_gene_Gm	mice
Gm14015	predict_gene_Gm	mice
Gm14014	predict_gene_Gm	mice
Gm13912	predict_gene_Gm	mice
Gm13923	predict_gene_Gm	mice
Gm13936	predict_gene_Gm	mice
Gm13942	predict_gene_Gm	mice
Gm13941	predict_gene_Gm	mice
Gm15130	predict_gene_Gm	mice
Gm13962	predict_gene_Gm	mice
Gm21985	predict_gene_Gm	mice
Gm13963	predict_gene_Gm	mice
Gm13966	predict_gene_Gm	mice
Gm13964	predict_gene_Gm	mice
Gm29234	predict_gene_Gm	mice
Gm13974	predict_gene_Gm	mice
Gm28494	predict_gene_Gm	mice
Gm28493	predict_gene_Gm	mice
Gm13976	predict_gene_Gm	mice
Gm13977	predict_gene_Gm	mice
Gm13990	predict_gene_Gm	mice
Gm29340	predict_gene_Gm	mice
Gm13982	predict_gene_Gm	mice
Gm28183	predict_gene_Gm	mice
Gm13985	predict_gene_Gm	mice
Gm29233	predict_gene_Gm	mice
Gm14091	predict_gene_Gm	mice
Gm14089	predict_gene_Gm	mice
Gm14137	predict_gene_Gm	mice
Gm13999	predict_gene_Gm	mice
Gm28042	predict_gene_Gm	mice
Gm26899	predict_gene_Gm	mice
Gm14978	predict_gene_Gm	mice
Gm14019	predict_gene_Gm	mice
Gm14085	predict_gene_Gm	mice
Gm13994	predict_gene_Gm	mice
Gm14002	predict_gene_Gm	mice
Gm14003	predict_gene_Gm	mice
Gm9913	predict_gene_Gm	mice
Gm17555	predict_gene_Gm	mice
Gm26697	predict_gene_Gm	mice
Gm27003	predict_gene_Gm	mice
Gm14244	predict_gene_Gm	mice
Gm14009	predict_gene_Gm	mice
Gm14012	predict_gene_Gm	mice
Gm14010	predict_gene_Gm	mice
Gm29010	predict_gene_Gm	mice
Gm14011	predict_gene_Gm	mice
Gm10762	predict_gene_Gm	mice
Gm14025	predict_gene_Gm	mice
Gm14029	predict_gene_Gm	mice
Gm14024	predict_gene_Gm	mice
Gm14041	predict_gene_Gm	mice
Gm28196	predict_gene_Gm	mice
Gm28372	predict_gene_Gm	mice
Gm11037	predict_gene_Gm	mice
Gm14232	predict_gene_Gm	mice
Gm14285	predict_gene_Gm	mice
Gm14280	predict_gene_Gm	mice
Gm28045	predict_gene_Gm	mice
Gm14051	predict_gene_Gm	mice
Gm14095	predict_gene_Gm	mice
Gm14097	predict_gene_Gm	mice
Gm14104	predict_gene_Gm	mice
Gm14102	predict_gene_Gm	mice
Gm14100	predict_gene_Gm	mice
Gm14211	predict_gene_Gm	mice
Gm14210	predict_gene_Gm	mice
Gm14218	predict_gene_Gm	mice
Gm28214	predict_gene_Gm	mice
Gm14055	predict_gene_Gm	mice
Gm14064	predict_gene_Gm	mice
Gm14062	predict_gene_Gm	mice
Gm14061	predict_gene_Gm	mice
Gm17374	predict_gene_Gm	mice
Gm5535	predict_gene_Gm	mice
Gm561	predict_gene_Gm	mice
Gm14092	predict_gene_Gm	mice
Gm14114	predict_gene_Gm	mice
Gm14110	predict_gene_Gm	mice
Gm14120	predict_gene_Gm	mice
Gm1330	predict_gene_Gm	mice
Gm10750	predict_gene_Gm	mice
Gm14135	predict_gene_Gm	mice
Gm14133	predict_gene_Gm	mice
Gm10770	predict_gene_Gm	mice
Gm14139	predict_gene_Gm	mice
Gm21994	predict_gene_Gm	mice
Gm14124	predict_gene_Gm	mice
Gm10130	predict_gene_Gm	mice
Gm28450	predict_gene_Gm	mice
Gm26681	predict_gene_Gm	mice
Gm14151	predict_gene_Gm	mice
Gm14147	predict_gene_Gm	mice
Gm14145	predict_gene_Gm	mice
Gm14149	predict_gene_Gm	mice
Gm14144	predict_gene_Gm	mice
Gm14152	predict_gene_Gm	mice
Gm14146	predict_gene_Gm	mice
Gm14167	predict_gene_Gm	mice
Gm14155	predict_gene_Gm	mice
Gm14154	predict_gene_Gm	mice
Gm14161	predict_gene_Gm	mice
Gm17416	predict_gene_Gm	mice
Gm26841	predict_gene_Gm	mice
Gm14199	predict_gene_Gm	mice
Gm14198	predict_gene_Gm	mice
Gm14216	predict_gene_Gm	mice
Gm14214	predict_gene_Gm	mice
Gm14226	predict_gene_Gm	mice
Gm14257	predict_gene_Gm	mice
Gm17581	predict_gene_Gm	mice
Gm16098	predict_gene_Gm	mice
Gm15557	predict_gene_Gm	mice
Gm28036	predict_gene_Gm	mice
Gm14252	predict_gene_Gm	mice
Gm14170	predict_gene_Gm	mice
Gm14225	predict_gene_Gm	mice
Gm14224	predict_gene_Gm	mice
Gm14168	predict_gene_Gm	mice
Gm14174	predict_gene_Gm	mice
Gm14230	predict_gene_Gm	mice
Gm14286	predict_gene_Gm	mice
Gm23925	predict_gene_Gm	mice
Gm14205	predict_gene_Gm	mice
Gm14223	predict_gene_Gm	mice
Gm826	predict_gene_Gm	mice
Gm14221	predict_gene_Gm	mice
Gm27206	predict_gene_Gm	mice
Gm16751	predict_gene_Gm	mice
Gm14228	predict_gene_Gm	mice
Gm14243	predict_gene_Gm	mice
Gm14242	predict_gene_Gm	mice
Gm14241	predict_gene_Gm	mice
Gm14246	predict_gene_Gm	mice
Gm14255	predict_gene_Gm	mice
Gm11454	predict_gene_Gm	mice
Gm14254	predict_gene_Gm	mice
Gm16316	predict_gene_Gm	mice
Gm11455	predict_gene_Gm	mice
Gm14302	predict_gene_Gm	mice
Gm20458	predict_gene_Gm	mice
Gm14317	predict_gene_Gm	mice
Gm11457	predict_gene_Gm	mice
Gm14397	predict_gene_Gm	mice
Gm14437	predict_gene_Gm	mice
Gm28163	predict_gene_Gm	mice
Gm11465	predict_gene_Gm	mice
Gm11464	predict_gene_Gm	mice
Gm11466	predict_gene_Gm	mice
Gm11467	predict_gene_Gm	mice
Gm11468	predict_gene_Gm	mice
Gm14268	predict_gene_Gm	mice
Gm14267	predict_gene_Gm	mice
Gm17096	predict_gene_Gm	mice
Gm14291	predict_gene_Gm	mice
Gm20431	predict_gene_Gm	mice
Gm14320	predict_gene_Gm	mice
Gm14321	predict_gene_Gm	mice
Gm14319	predict_gene_Gm	mice
Gm14236	predict_gene_Gm	mice
Gm14235	predict_gene_Gm	mice
Gm20716	predict_gene_Gm	mice
Gm14262	predict_gene_Gm	mice
Gm14260	predict_gene_Gm	mice
Gm9873	predict_gene_Gm	mice
Gm14258	predict_gene_Gm	mice
Gm14250	predict_gene_Gm	mice
Gm14249	predict_gene_Gm	mice
Gm11011	predict_gene_Gm	mice
Gm26883	predict_gene_Gm	mice
Gm17619	predict_gene_Gm	mice
Gm16796	predict_gene_Gm	mice
Gm14637	predict_gene_Gm	mice
Gm14264	predict_gene_Gm	mice
Gm14266	predict_gene_Gm	mice
Gm14640	predict_gene_Gm	mice
Gm14272	predict_gene_Gm	mice
Gm14641	predict_gene_Gm	mice
Gm14271	predict_gene_Gm	mice
Gm14275	predict_gene_Gm	mice
Gm14273	predict_gene_Gm	mice
Gm14453	predict_gene_Gm	mice
Gm14642	predict_gene_Gm	mice
Gm10714	predict_gene_Gm	mice
Gm20721	predict_gene_Gm	mice
Gm14618	predict_gene_Gm	mice
Gm14616	predict_gene_Gm	mice
Gm14444	predict_gene_Gm	mice
Gm14393	predict_gene_Gm	mice
Gm14399	predict_gene_Gm	mice
Gm14443	predict_gene_Gm	mice
Gm14391	predict_gene_Gm	mice
Gm14440	predict_gene_Gm	mice
Gm4631	predict_gene_Gm	mice
Gm4723	predict_gene_Gm	mice
Gm4724	predict_gene_Gm	mice
Gm8923	predict_gene_Gm	mice
Gm11007	predict_gene_Gm	mice
Gm4245	predict_gene_Gm	mice
Gm2007	predict_gene_Gm	mice
Gm14288	predict_gene_Gm	mice
Gm6710	predict_gene_Gm	mice
Gm8898	predict_gene_Gm	mice
Gm2026	predict_gene_Gm	mice
Gm11008	predict_gene_Gm	mice
Gm2004	predict_gene_Gm	mice
Gm11009	predict_gene_Gm	mice
Gm14435	predict_gene_Gm	mice
Gm14434	predict_gene_Gm	mice
Gm14431	predict_gene_Gm	mice
Gm14308	predict_gene_Gm	mice
Gm14306	predict_gene_Gm	mice
Gm14305	predict_gene_Gm	mice
Gm14295	predict_gene_Gm	mice
Gm14408	predict_gene_Gm	mice
Gm14296	predict_gene_Gm	mice
Gm14419	predict_gene_Gm	mice
Gm14401	predict_gene_Gm	mice
Gm14410	predict_gene_Gm	mice
Gm14409	predict_gene_Gm	mice
Gm14412	predict_gene_Gm	mice
Gm14418	predict_gene_Gm	mice
Gm14420	predict_gene_Gm	mice
Gm14403	predict_gene_Gm	mice
Gm14406	predict_gene_Gm	mice
Gm14322	predict_gene_Gm	mice
Gm14325	predict_gene_Gm	mice
Gm14327	predict_gene_Gm	mice
Gm14326	predict_gene_Gm	mice
Gm26869	predict_gene_Gm	mice
Gm17180	predict_gene_Gm	mice
Gm14340	predict_gene_Gm	mice
Gm14342	predict_gene_Gm	mice
Gm14344	predict_gene_Gm	mice
Gm14339	predict_gene_Gm	mice
Gm27032	predict_gene_Gm	mice
Gm14341	predict_gene_Gm	mice
Gmeb2	predict_gene_Gm	mice
Gm14496	predict_gene_Gm	mice
Gm21950	predict_gene_Gm	mice
Gm21364	predict_gene_Gm	mice
Gm14346	predict_gene_Gm	mice
Gm14345	predict_gene_Gm	mice
Gm14351	predict_gene_Gm	mice
Gm3701	predict_gene_Gm	mice
Gm3706	predict_gene_Gm	mice
Gm14347	predict_gene_Gm	mice
Gm10921	predict_gene_Gm	mice
Gm10922	predict_gene_Gm	mice
Gm3750	predict_gene_Gm	mice
Gm3763	predict_gene_Gm	mice
Gm14374	predict_gene_Gm	mice
Gm14703	predict_gene_Gm	mice
Gm10491	predict_gene_Gm	mice
Gm10490	predict_gene_Gm	mice
Gm14820	predict_gene_Gm	mice
Gm14459	predict_gene_Gm	mice
Gm6592	predict_gene_Gm	mice
Gm5751	predict_gene_Gm	mice
Gm14862	predict_gene_Gm	mice
Gm14501	predict_gene_Gm	mice
Gm5132	predict_gene_Gm	mice
Gm10489	predict_gene_Gm	mice
Gm14493	predict_gene_Gm	mice
Gm14483	predict_gene_Gm	mice
Gm14474	predict_gene_Gm	mice
Gm14477	predict_gene_Gm	mice
Gm14476	predict_gene_Gm	mice
Gm14484	predict_gene_Gm	mice
Gm14479	predict_gene_Gm	mice
Gm14482	predict_gene_Gm	mice
Gm14478	predict_gene_Gm	mice
Gm14475	predict_gene_Gm	mice
Gm4906	predict_gene_Gm	mice
Gm14635	predict_gene_Gm	mice
Gm5382	predict_gene_Gm	mice
Gm14505	predict_gene_Gm	mice
Gm26652	predict_gene_Gm	mice
Gm21876	predict_gene_Gm	mice
Gm6938	predict_gene_Gm	mice
Gm26593	predict_gene_Gm	mice
Gm28269	predict_gene_Gm	mice
Gm28268	predict_gene_Gm	mice
Gm4907	predict_gene_Gm	mice
Gm4985	predict_gene_Gm	mice
Gm27192	predict_gene_Gm	mice
Gm5934	predict_gene_Gm	mice
Gm4297	predict_gene_Gm	mice
Gm5935	predict_gene_Gm	mice
Gm5169	predict_gene_Gm	mice
Gm1993	predict_gene_Gm	mice
Gm5168	predict_gene_Gm	mice
Gm2012	predict_gene_Gm	mice
Gm2030	predict_gene_Gm	mice
Gm14525	predict_gene_Gm	mice
Gm6121	predict_gene_Gm	mice
Gm10230	predict_gene_Gm	mice
Gm2101	predict_gene_Gm	mice
Gm10058	predict_gene_Gm	mice
Gm2117	predict_gene_Gm	mice
Gm4836	predict_gene_Gm	mice
Gm10147	predict_gene_Gm	mice
Gm2165	predict_gene_Gm	mice
Gm10096	predict_gene_Gm	mice
Gm2200	predict_gene_Gm	mice
Gm26818	predict_gene_Gm	mice
Gm3669	predict_gene_Gm	mice
Gm10488	predict_gene_Gm	mice
Gm14632	predict_gene_Gm	mice
Gm7437	predict_gene_Gm	mice
Gm14974	predict_gene_Gm	mice
Gm10487	predict_gene_Gm	mice
Gm21447	predict_gene_Gm	mice
Gm2784	predict_gene_Gm	mice
Gm2777	predict_gene_Gm	mice
Gm21883	predict_gene_Gm	mice
Gm21608	predict_gene_Gm	mice
Gm21637	predict_gene_Gm	mice
Gm21645	predict_gene_Gm	mice
Gm2799	predict_gene_Gm	mice
Gmcl1l	predict_gene_Gm	mice
Gm5926	predict_gene_Gm	mice
Gm21951	predict_gene_Gm	mice
Gm21657	predict_gene_Gm	mice
Gm21789	predict_gene_Gm	mice
Gm2825	predict_gene_Gm	mice
Gm2863	predict_gene_Gm	mice
Gm2854	predict_gene_Gm	mice
Gm2913	predict_gene_Gm	mice
Gm2927	predict_gene_Gm	mice
Gm2933	predict_gene_Gm	mice
Gm2964	predict_gene_Gm	mice
Gm21870	predict_gene_Gm	mice
Gm21681	predict_gene_Gm	mice
Gm21699	predict_gene_Gm	mice
Gm14552	predict_gene_Gm	mice
Gm10486	predict_gene_Gm	mice
Gm2309	predict_gene_Gm	mice
Gm14553	predict_gene_Gm	mice
Gm14819	predict_gene_Gm	mice
Gm6268	predict_gene_Gm	mice
Gm14569	predict_gene_Gm	mice
Gm14549	predict_gene_Gm	mice
Gm15008	predict_gene_Gm	mice
Gm9	predict_gene_Gm	mice
Gm7598	predict_gene_Gm	mice
Gm14565	predict_gene_Gm	mice
Gm43337	predict_gene_Gm	mice
Gm362	predict_gene_Gm	mice
Gm29242	predict_gene_Gm	mice
Gm595	predict_gene_Gm	mice
Gm14696	predict_gene_Gm	mice
Gm14697	predict_gene_Gm	mice
Gm14582	predict_gene_Gm	mice
Gm28730	predict_gene_Gm	mice
Gm14597	predict_gene_Gm	mice
Gm16405	predict_gene_Gm	mice
Gm16430	predict_gene_Gm	mice
Gm773	predict_gene_Gm	mice
Gm2155	predict_gene_Gm	mice
Gm2174	predict_gene_Gm	mice
Gm10477	predict_gene_Gm	mice
Gm648	predict_gene_Gm	mice
Gm14718	predict_gene_Gm	mice
Gm364	predict_gene_Gm	mice
Gm7073	predict_gene_Gm	mice
Gm14661	predict_gene_Gm	mice
Gm14662	predict_gene_Gm	mice
Gm14664	predict_gene_Gm	mice
Gm6760	predict_gene_Gm	mice
Gm1140	predict_gene_Gm	mice
Gm14692	predict_gene_Gm	mice
Gm14698	predict_gene_Gm	mice
Gm6812	predict_gene_Gm	mice
Gm14705	predict_gene_Gm	mice
Gm16189	predict_gene_Gm	mice
Gm1141	predict_gene_Gm	mice
Gm14684	predict_gene_Gm	mice
Gm14685	predict_gene_Gm	mice
Gm18336	predict_gene_Gm	mice
Gm26726	predict_gene_Gm	mice
Gm6880	predict_gene_Gm	mice
Gm5640	predict_gene_Gm	mice
Gm6890	predict_gene_Gm	mice
Gm5936	predict_gene_Gm	mice
Gm15384	predict_gene_Gm	mice
Gm15063	predict_gene_Gm	mice
Gm14715	predict_gene_Gm	mice
Gm14707	predict_gene_Gm	mice
Gm14717	predict_gene_Gm	mice
Gm14742	predict_gene_Gm	mice
Gm14744	predict_gene_Gm	mice
Gm5938	predict_gene_Gm	mice
Gm14743	predict_gene_Gm	mice
Gm7173	predict_gene_Gm	mice
Gm26775	predict_gene_Gm	mice
Gm14764	predict_gene_Gm	mice
Gm14762	predict_gene_Gm	mice
Gm27000	predict_gene_Gm	mice
Gm44	predict_gene_Gm	mice
Gm14773	predict_gene_Gm	mice
Gm5072	predict_gene_Gm	mice
Gm8914	predict_gene_Gm	mice
Gm14781	predict_gene_Gm	mice
Gm5941	predict_gene_Gm	mice
Gm14798	predict_gene_Gm	mice
Gm14827	predict_gene_Gm	mice
Gm26617	predict_gene_Gm	mice
Gm14818	predict_gene_Gm	mice
Gm14812	predict_gene_Gm	mice
Gm14809	predict_gene_Gm	mice
Gm14808	predict_gene_Gm	mice
Gm14902	predict_gene_Gm	mice
Gm614	predict_gene_Gm	mice
Gm20489	predict_gene_Gm	mice
Gm4779	predict_gene_Gm	mice
Gm9112	predict_gene_Gm	mice
Gm26952	predict_gene_Gm	mice
Gm26992	predict_gene_Gm	mice
Gm5127	predict_gene_Gm	mice
Gm732	predict_gene_Gm	mice
Gm379	predict_gene_Gm	mice
Gm6377	predict_gene_Gm	mice
Gm10112	predict_gene_Gm	mice
Gm14936	predict_gene_Gm	mice
Gm14920	predict_gene_Gm	mice
Gm28579	predict_gene_Gm	mice
Gm14929	predict_gene_Gm	mice
Gm17521	predict_gene_Gm	mice
Gm17577	predict_gene_Gm	mice
Gm14951	predict_gene_Gm	mice
Gm17412	predict_gene_Gm	mice
Gm14950	predict_gene_Gm	mice
Gm17467	predict_gene_Gm	mice
Gm17584	predict_gene_Gm	mice
Gm17469	predict_gene_Gm	mice
Gm17361	predict_gene_Gm	mice
Gm21616	predict_gene_Gm	mice
Gm17693	predict_gene_Gm	mice
Gm17522	predict_gene_Gm	mice
Gm17267	predict_gene_Gm	mice
Gm382	predict_gene_Gm	mice
Gm26851	predict_gene_Gm	mice
Gm15023	predict_gene_Gm	mice
Gm5128	predict_gene_Gm	mice
Gm7903	predict_gene_Gm	mice
Gm15013	predict_gene_Gm	mice
Gm15046	predict_gene_Gm	mice
Gm15295	predict_gene_Gm	mice
Gm15294	predict_gene_Gm	mice
Gm15298	predict_gene_Gm	mice
Gm15128	predict_gene_Gm	mice
Gm15080	predict_gene_Gm	mice
Gm15107	predict_gene_Gm	mice
Gm15114	predict_gene_Gm	mice
Gm8334	predict_gene_Gm	mice
Gm15127	predict_gene_Gm	mice
Gm15099	predict_gene_Gm	mice
Gm15092	predict_gene_Gm	mice
Gm15093	predict_gene_Gm	mice
Gm15100	predict_gene_Gm	mice
Gm15085	predict_gene_Gm	mice
Gm15086	predict_gene_Gm	mice
Gm10439	predict_gene_Gm	mice
Gm15097	predict_gene_Gm	mice
Gm15091	predict_gene_Gm	mice
Gm15104	predict_gene_Gm	mice
Gm27191	predict_gene_Gm	mice
Gm15138	predict_gene_Gm	mice
Gm10057	predict_gene_Gm	mice
Gm15140	predict_gene_Gm	mice
Gm15156	predict_gene_Gm	mice
Gm15155	predict_gene_Gm	mice
Gm15169	predict_gene_Gm	mice
Gm15241	predict_gene_Gm	mice
Gm15243	predict_gene_Gm	mice
Gm15262	predict_gene_Gm	mice
Gm15205	predict_gene_Gm	mice
Gm15202	predict_gene_Gm	mice
Gm17604	predict_gene_Gm	mice
Gm15226	predict_gene_Gm	mice
Gm1720	predict_gene_Gm	mice
Gm15230	predict_gene_Gm	mice
Gm8817	predict_gene_Gm	mice
Gm15232	predict_gene_Gm	mice
Gm15228	predict_gene_Gm	mice
Gm15239	predict_gene_Gm	mice
Gm15261	predict_gene_Gm	mice
Gm15245	predict_gene_Gm	mice
Gm15726	predict_gene_Gm	mice
Gm15247	predict_gene_Gm	mice
Gm21887	predict_gene_Gm	mice
Gm17308	predict_gene_Gm	mice
Gm8797	predict_gene_Gm	mice
Gm37350	predict_gene_Gm	mice
Gm16685	predict_gene_Gm	mice
Gm32496	predict_gene_Gm	mice
Gm16337	predict_gene_Gm	mice
Gm38335	predict_gene_Gm	mice
Gm9833	predict_gene_Gm	mice
Gm37389	predict_gene_Gm	mice
Gm38303	predict_gene_Gm	mice
Gm10745	predict_gene_Gm	mice
Gm2464	predict_gene_Gm	mice
Gm38112	predict_gene_Gm	mice
Gm2464-1	predict_gene_Gm	mice
Gm33819	predict_gene_Gm	mice
Gm9733	predict_gene_Gm	mice
Gm37468	predict_gene_Gm	mice
Gm5150	predict_gene_Gm	mice
Gm30340	predict_gene_Gm	mice
Gm30667	predict_gene_Gm	mice
Gm16093	predict_gene_Gm	mice
Gm43525	predict_gene_Gm	mice
Gm31466	predict_gene_Gm	mice
Gm29137	predict_gene_Gm	mice
Gm43673	predict_gene_Gm	mice
Gm43674	predict_gene_Gm	mice
Gm43672	predict_gene_Gm	mice
Gm38324	predict_gene_Gm	mice
Gm37021	predict_gene_Gm	mice
Gm32950	predict_gene_Gm	mice
Gm33051	predict_gene_Gm	mice
Gm37867	predict_gene_Gm	mice
Gm1527	predict_gene_Gm	mice
Gm33206	predict_gene_Gm	mice
Gm38258	predict_gene_Gm	mice
Gm15462	predict_gene_Gm	mice
Gm15496	predict_gene_Gm	mice
Gm38025	predict_gene_Gm	mice
Gm37592	predict_gene_Gm	mice
Gm37640	predict_gene_Gm	mice
Gm37459	predict_gene_Gm	mice
Gm43666	predict_gene_Gm	mice
Gm43140	predict_gene_Gm	mice
Gm43077	predict_gene_Gm	mice
Gm38505	predict_gene_Gm	mice
Gm43208	predict_gene_Gm	mice
Gm20515	predict_gene_Gm	mice
Gm29135	predict_gene_Gm	mice
Gm42695	predict_gene_Gm	mice
Gm43207	predict_gene_Gm	mice
Gm3143	predict_gene_Gm	mice
Gm38509	predict_gene_Gm	mice
Gm43003	predict_gene_Gm	mice
Gm6639	predict_gene_Gm	mice
Gm15952	predict_gene_Gm	mice
Gm43079	predict_gene_Gm	mice
Gm43255	predict_gene_Gm	mice
Gm43204	predict_gene_Gm	mice
Gm11548	predict_gene_Gm	mice
Gm11549	predict_gene_Gm	mice
Gm12531	predict_gene_Gm	mice
Gm12532	predict_gene_Gm	mice
Gm12534	predict_gene_Gm	mice
Gm5148	predict_gene_Gm	mice
Gm42921	predict_gene_Gm	mice
Gm20755	predict_gene_Gm	mice
Gm43821	predict_gene_Gm	mice
Gm42920	predict_gene_Gm	mice
Gm43536	predict_gene_Gm	mice
Gm43538	predict_gene_Gm	mice
Gm43539	predict_gene_Gm	mice
Gm42784	predict_gene_Gm	mice
Gm16508	predict_gene_Gm	mice
Gm30852	predict_gene_Gm	mice
Gm42434	predict_gene_Gm	mice
Gm43733	predict_gene_Gm	mice
Gm31266	predict_gene_Gm	mice
Gm37190	predict_gene_Gm	mice
Gm31415	predict_gene_Gm	mice
Gm20557	predict_gene_Gm	mice
Gm37854	predict_gene_Gm	mice
Gm29230	predict_gene_Gm	mice
Gm38246	predict_gene_Gm	mice
Gm5103	predict_gene_Gm	mice
Gm37229	predict_gene_Gm	mice
Gm20089	predict_gene_Gm	mice
Gm37202	predict_gene_Gm	mice
Gm30074	predict_gene_Gm	mice
Gm37170	predict_gene_Gm	mice
Gm20402	predict_gene_Gm	mice
Gm30173	predict_gene_Gm	mice
Gm2447	predict_gene_Gm	mice
Gm30292	predict_gene_Gm	mice
Gm20750	predict_gene_Gm	mice
Gm42901	predict_gene_Gm	mice
Gm43803	predict_gene_Gm	mice
Gm16206	predict_gene_Gm	mice
Gm43565	predict_gene_Gm	mice
Gm10985	predict_gene_Gm	mice
Gm31026	predict_gene_Gm	mice
Gm26678	predict_gene_Gm	mice
Gm21958	predict_gene_Gm	mice
Gm42609	predict_gene_Gm	mice
Gm21954	predict_gene_Gm	mice
Gm43549	predict_gene_Gm	mice
Gm43376	predict_gene_Gm	mice
Gm26671	predict_gene_Gm	mice
Gm42512	predict_gene_Gm	mice
Gm43570	predict_gene_Gm	mice
Gm38186	predict_gene_Gm	mice
Gm5538	predict_gene_Gm	mice
Gm8298	predict_gene_Gm	mice
Gm38326	predict_gene_Gm	mice
Gm37035	predict_gene_Gm	mice
Gm37696	predict_gene_Gm	mice
Gm34240	predict_gene_Gm	mice
Gm34302	predict_gene_Gm	mice
Gm26850	predict_gene_Gm	mice
Gmps	predict_gene_Gm	mice
Gm37359	predict_gene_Gm	mice
Gm37305	predict_gene_Gm	mice
Gm17402	predict_gene_Gm	mice
Gm35299	predict_gene_Gm	mice
Gm35584	predict_gene_Gm	mice
Gm17641	predict_gene_Gm	mice
Gm1647	predict_gene_Gm	mice
Gm6634	predict_gene_Gm	mice
Gm20754	predict_gene_Gm	mice
Gm38353	predict_gene_Gm	mice
Gm20356	predict_gene_Gm	mice
Gm29133	predict_gene_Gm	mice
Gm37256	predict_gene_Gm	mice
Gm17359	predict_gene_Gm	mice
Gm36569	predict_gene_Gm	mice
Gm37892	predict_gene_Gm	mice
Gm37971	predict_gene_Gm	mice
Gm42468	predict_gene_Gm	mice
Gm42476	predict_gene_Gm	mice
Gm16000	predict_gene_Gm	mice
Gm43346	predict_gene_Gm	mice
Gm30043	predict_gene_Gm	mice
Gm43348	predict_gene_Gm	mice
Gm30097	predict_gene_Gm	mice
Gm10710	predict_gene_Gm	mice
Gm38096	predict_gene_Gm	mice
Gm26771	predict_gene_Gm	mice
Gm6525	predict_gene_Gm	mice
Gm37240	predict_gene_Gm	mice
Gm42813	predict_gene_Gm	mice
Gm42812	predict_gene_Gm	mice
Gm37933	predict_gene_Gm	mice
Gm37876	predict_gene_Gm	mice
Gm37855	predict_gene_Gm	mice
Gm3764	predict_gene_Gm	mice
Gm38392	predict_gene_Gm	mice
Gm37584	predict_gene_Gm	mice
Gm20652	predict_gene_Gm	mice
Gm43714	predict_gene_Gm	mice
Gm17146	predict_gene_Gm	mice
Gm43713	predict_gene_Gm	mice
Gm43738	predict_gene_Gm	mice
Gm16069	predict_gene_Gm	mice
Gm15998	predict_gene_Gm	mice
Gm15417	predict_gene_Gm	mice
Gm42809	predict_gene_Gm	mice
Gm19710	predict_gene_Gm	mice
Gm16048	predict_gene_Gm	mice
Gm42674	predict_gene_Gm	mice
Gm5849	predict_gene_Gm	mice
Gm43736	predict_gene_Gm	mice
Gm43735	predict_gene_Gm	mice
Gm43740	predict_gene_Gm	mice
Gm9774	predict_gene_Gm	mice
Gm38119	predict_gene_Gm	mice
Gm38201	predict_gene_Gm	mice
Gm4858	predict_gene_Gm	mice
Gm37245	predict_gene_Gm	mice
Gm37596	predict_gene_Gm	mice
Gm5773	predict_gene_Gm	mice
Gm9117	predict_gene_Gm	mice
Gm9125	predict_gene_Gm	mice
Gm10697	predict_gene_Gm	mice
Gm10696	predict_gene_Gm	mice
Gm5286	predict_gene_Gm	mice
Gm4778	predict_gene_Gm	mice
Gm43306	predict_gene_Gm	mice
Gm43401	predict_gene_Gm	mice
Gm10972	predict_gene_Gm	mice
Gm15234	predict_gene_Gm	mice
Gm15265	predict_gene_Gm	mice
Gm16740	predict_gene_Gm	mice
Gm128	predict_gene_Gm	mice
Gm4349	predict_gene_Gm	mice
Gm26594	predict_gene_Gm	mice
Gm17690	predict_gene_Gm	mice
Gm15444	predict_gene_Gm	mice
Gm20632	predict_gene_Gm	mice
Gm20633	predict_gene_Gm	mice
Gm20628	predict_gene_Gm	mice
Gm26553	predict_gene_Gm	mice
Gm17575	predict_gene_Gm	mice
Gm26689	predict_gene_Gm	mice
Gm26654	predict_gene_Gm	mice
Gm10685	predict_gene_Gm	mice
Gm15441	predict_gene_Gm	mice
Gm16253	predict_gene_Gm	mice
Gm42957	predict_gene_Gm	mice
Gm43734	predict_gene_Gm	mice
Gm17651	predict_gene_Gm	mice
Gm43076	predict_gene_Gm	mice
Gm15999	predict_gene_Gm	mice
Gm5544	predict_gene_Gm	mice
Gm4450	predict_gene_Gm	mice
Gm10681	predict_gene_Gm	mice
Gm12440	predict_gene_Gm	mice
Gm43120	predict_gene_Gm	mice
Gm43121	predict_gene_Gm	mice
Gm12474	predict_gene_Gm	mice
Gm43464	predict_gene_Gm	mice
Gm42538	predict_gene_Gm	mice
Gm43135	predict_gene_Gm	mice
Gm43134	predict_gene_Gm	mice
Gm16160	predict_gene_Gm	mice
Gm43241	predict_gene_Gm	mice
Gm43242	predict_gene_Gm	mice
Gm42678	predict_gene_Gm	mice
Gm42682	predict_gene_Gm	mice
Gm42681	predict_gene_Gm	mice
Gm43062	predict_gene_Gm	mice
Gm10964	predict_gene_Gm	mice
Gm15886	predict_gene_Gm	mice
