genes	class	species
Gm14235	predict_gene	mice
Gm20716	predict_gene	mice
Gm14262	predict_gene	mice
Gm14260	predict_gene	mice
Gm9873	predict_gene	mice
Gm14258	predict_gene	mice
Gm14250	predict_gene	mice
Gm14249	predict_gene	mice
Gm11011	predict_gene	mice
Gm26883	predict_gene	mice
Gm17619	predict_gene	mice
Gm16796	predict_gene	mice
Gm14637	predict_gene	mice
Gm14264	predict_gene	mice
Gm14266	predict_gene	mice
Gm14640	predict_gene	mice
Gm14272	predict_gene	mice
Gm14641	predict_gene	mice
Gm14271	predict_gene	mice
Gm14275	predict_gene	mice
Gm14273	predict_gene	mice
Gm14453	predict_gene	mice
Gm14642	predict_gene	mice
Gm10714	predict_gene	mice
Gm20721	predict_gene	mice
Gm14618	predict_gene	mice
Gm14616	predict_gene	mice
Gm14444	predict_gene	mice
Gm14393	predict_gene	mice
Gm14399	predict_gene	mice
Gm14443	predict_gene	mice
Gm14391	predict_gene	mice
Gm14440	predict_gene	mice
Gm4631	predict_gene	mice
Gm4723	predict_gene	mice
Gm4724	predict_gene	mice
Gm8923	predict_gene	mice
Gm11007	predict_gene	mice
Gm4245	predict_gene	mice
Gm2007	predict_gene	mice
Gm14288	predict_gene	mice
Gm6710	predict_gene	mice
Gm8898	predict_gene	mice
Gm2026	predict_gene	mice
Gm11008	predict_gene	mice
Gm2004	predict_gene	mice
Gm11009	predict_gene	mice
Gm14435	predict_gene	mice
Gm14434	predict_gene	mice
Gm14431	predict_gene	mice
Gm14308	predict_gene	mice
Gm14306	predict_gene	mice
Gm14305	predict_gene	mice
Gm14295	predict_gene	mice
Gm14408	predict_gene	mice
Gm14296	predict_gene	mice
Gm14419	predict_gene	mice
Gm14401	predict_gene	mice
Gm14410	predict_gene	mice
Gm14409	predict_gene	mice
Gm14412	predict_gene	mice
Gm14418	predict_gene	mice
Gm14420	predict_gene	mice
Gm14403	predict_gene	mice
Gm14406	predict_gene	mice
Gm14322	predict_gene	mice
Gm14325	predict_gene	mice
Gm14327	predict_gene	mice
Gm14326	predict_gene	mice
Gm26869	predict_gene	mice
Gm17180	predict_gene	mice
Gm14340	predict_gene	mice
Gm14342	predict_gene	mice
Gm14344	predict_gene	mice
Gm14339	predict_gene	mice
Gm27032	predict_gene	mice
Gm14341	predict_gene	mice
Gmeb2	predict_gene	mice
Gm14496	predict_gene	mice
Gm21950	predict_gene	mice
Gm21364	predict_gene	mice
Gm14346	predict_gene	mice
Gm14345	predict_gene	mice
Gm14351	predict_gene	mice
Gm3701	predict_gene	mice
Gm3706	predict_gene	mice
Gm14347	predict_gene	mice
Gm10921	predict_gene	mice
Gm10922	predict_gene	mice
Gm3750	predict_gene	mice
Gm3763	predict_gene	mice
Gm14374	predict_gene	mice
Gm14703	predict_gene	mice
Gm10491	predict_gene	mice
Gm10490	predict_gene	mice
Gm14820	predict_gene	mice
Gm14459	predict_gene	mice
Gm6592	predict_gene	mice
Gm5751	predict_gene	mice
Gm14862	predict_gene	mice
Gm14501	predict_gene	mice
Gm5132	predict_gene	mice
Gm10489	predict_gene	mice
Gm14493	predict_gene	mice
Gm14483	predict_gene	mice
Gm14474	predict_gene	mice
Gm14477	predict_gene	mice
Gm14476	predict_gene	mice
Gm14484	predict_gene	mice
Gm14479	predict_gene	mice
Gm14482	predict_gene	mice
Gm14478	predict_gene	mice
Gm14475	predict_gene	mice
Gm4906	predict_gene	mice
Gm14635	predict_gene	mice
Gm5382	predict_gene	mice
Gm14505	predict_gene	mice
Gm26652	predict_gene	mice
Gm21876	predict_gene	mice
Gm6938	predict_gene	mice
Gm26593	predict_gene	mice
Gm28269	predict_gene	mice
Gm28268	predict_gene	mice
Gm4907	predict_gene	mice
Gm4985	predict_gene	mice
Gm27192	predict_gene	mice
Gm5934	predict_gene	mice
Gm4297	predict_gene	mice
Gm5935	predict_gene	mice
Gm5169	predict_gene	mice
Gm1993	predict_gene	mice
Gm5168	predict_gene	mice
Gm2012	predict_gene	mice
Gm2030	predict_gene	mice
Gm14525	predict_gene	mice
Gm6121	predict_gene	mice
Gm10230	predict_gene	mice
Gm2101	predict_gene	mice
Gm10058	predict_gene	mice
Gm2117	predict_gene	mice
Gm4836	predict_gene	mice
Gm10147	predict_gene	mice
Gm2165	predict_gene	mice
Gm10096	predict_gene	mice
Gm2200	predict_gene	mice
Gm26818	predict_gene	mice
Gm3669	predict_gene	mice
Gm10488	predict_gene	mice
Gm14632	predict_gene	mice
Gm7437	predict_gene	mice
Gm14974	predict_gene	mice
Gm10487	predict_gene	mice
Gm21447	predict_gene	mice
Gm2784	predict_gene	mice
Gm2777	predict_gene	mice
Gm21883	predict_gene	mice
Gm21608	predict_gene	mice
Gm21637	predict_gene	mice
Gm21645	predict_gene	mice
Gm2799	predict_gene	mice
Gmcl1l	predict_gene	mice
Gm5926	predict_gene	mice
Gm21951	predict_gene	mice
Gm21657	predict_gene	mice
Gm21789	predict_gene	mice
Gm2825	predict_gene	mice
Gm2863	predict_gene	mice
Gm2854	predict_gene	mice
Gm2913	predict_gene	mice
Gm2927	predict_gene	mice
Gm2933	predict_gene	mice
Gm2964	predict_gene	mice
Gm21870	predict_gene	mice
Gm21681	predict_gene	mice
Gm21699	predict_gene	mice
Gm14552	predict_gene	mice
Gm10486	predict_gene	mice
Gm2309	predict_gene	mice
Gm14553	predict_gene	mice
Gm14819	predict_gene	mice
Gm6268	predict_gene	mice
Gm14569	predict_gene	mice
Gm14549	predict_gene	mice
Gm15008	predict_gene	mice
Gm9	predict_gene	mice
Gm7598	predict_gene	mice
Gm14565	predict_gene	mice
Gm43337	predict_gene	mice
Gm362	predict_gene	mice
Gm29242	predict_gene	mice
Gm595	predict_gene	mice
Gm14696	predict_gene	mice
Gm14697	predict_gene	mice
Gm14582	predict_gene	mice
Gm28730	predict_gene	mice
Gm14597	predict_gene	mice
Gm16405	predict_gene	mice
Gm16430	predict_gene	mice
Gm773	predict_gene	mice
Gm2155	predict_gene	mice
Gm2174	predict_gene	mice
Gm10477	predict_gene	mice
Gm648	predict_gene	mice
Gm14718	predict_gene	mice
Gm364	predict_gene	mice
Gm7073	predict_gene	mice
Gm14661	predict_gene	mice
Gm14662	predict_gene	mice
Gm14664	predict_gene	mice
Gm6760	predict_gene	mice
Gm1140	predict_gene	mice
Gm14692	predict_gene	mice
Gm14698	predict_gene	mice
Gm6812	predict_gene	mice
Gm14705	predict_gene	mice
Gm16189	predict_gene	mice
Gm1141	predict_gene	mice
Gm14684	predict_gene	mice
Gm14685	predict_gene	mice
Gm18336	predict_gene	mice
Gm26726	predict_gene	mice
Gm6880	predict_gene	mice
Gm5640	predict_gene	mice
Gm6890	predict_gene	mice
Gm5936	predict_gene	mice
Gm15384	predict_gene	mice
Gm15063	predict_gene	mice
Gm14715	predict_gene	mice
Gm14707	predict_gene	mice
Gm14717	predict_gene	mice
Gm14742	predict_gene	mice
Gm14744	predict_gene	mice
Gm5938	predict_gene	mice
Gm14743	predict_gene	mice
Gm7173	predict_gene	mice
Gm26775	predict_gene	mice
Gm14764	predict_gene	mice
Gm14762	predict_gene	mice
Gm27000	predict_gene	mice
Gm44	predict_gene	mice
Gm14773	predict_gene	mice
Gm5072	predict_gene	mice
Gm8914	predict_gene	mice
Gm14781	predict_gene	mice
Gm5941	predict_gene	mice
Gm14798	predict_gene	mice
Gm14827	predict_gene	mice
Gm26617	predict_gene	mice
Gm14818	predict_gene	mice
Gm14812	predict_gene	mice
Gm14809	predict_gene	mice
Gm14808	predict_gene	mice
Gm14902	predict_gene	mice
Gm614	predict_gene	mice
Gm20489	predict_gene	mice
Gm4779	predict_gene	mice
Gm9112	predict_gene	mice
Gm26952	predict_gene	mice
Gm26992	predict_gene	mice
Gm5127	predict_gene	mice
Gm732	predict_gene	mice
Gm379	predict_gene	mice
Gm6377	predict_gene	mice
Gm10112	predict_gene	mice
Gm14936	predict_gene	mice
Gm14920	predict_gene	mice
Gm28579	predict_gene	mice
Gm14929	predict_gene	mice
Gm17521	predict_gene	mice
Gm17577	predict_gene	mice
Gm14951	predict_gene	mice
Gm17412	predict_gene	mice
Gm14950	predict_gene	mice
Gm17467	predict_gene	mice
Gm17584	predict_gene	mice
Gm17469	predict_gene	mice
Gm17361	predict_gene	mice
Gm21616	predict_gene	mice
Gm17693	predict_gene	mice
Gm17522	predict_gene	mice
Gm17267	predict_gene	mice
Gm382	predict_gene	mice
Gm26851	predict_gene	mice
Gm15023	predict_gene	mice
Gm5128	predict_gene	mice
Gm7903	predict_gene	mice
Gm15013	predict_gene	mice
Gm15046	predict_gene	mice
Gm15295	predict_gene	mice
Gm15294	predict_gene	mice
Gm15298	predict_gene	mice
Gm15128	predict_gene	mice
Gm15080	predict_gene	mice
Gm15107	predict_gene	mice
Gm15114	predict_gene	mice
Gm8334	predict_gene	mice
Gm15127	predict_gene	mice
Gm15099	predict_gene	mice
Gm15092	predict_gene	mice
Gm15093	predict_gene	mice
Gm15100	predict_gene	mice
Gm15085	predict_gene	mice
Gm15086	predict_gene	mice
Gm10439	predict_gene	mice
Gm15097	predict_gene	mice
Gm15091	predict_gene	mice
Gm15104	predict_gene	mice
Gm27191	predict_gene	mice
Gm15138	predict_gene	mice
Gm10057	predict_gene	mice
Gm15140	predict_gene	mice
Gm15156	predict_gene	mice
Gm15155	predict_gene	mice
Gm15169	predict_gene	mice
Gm15241	predict_gene	mice
Gm15243	predict_gene	mice
Gm15262	predict_gene	mice
Gm15205	predict_gene	mice
Gm15202	predict_gene	mice
Gm17604	predict_gene	mice
Gm15226	predict_gene	mice
Gm1720	predict_gene	mice
Gm15230	predict_gene	mice
Gm8817	predict_gene	mice
Gm15232	predict_gene	mice
Gm15228	predict_gene	mice
Gm15239	predict_gene	mice
Gm15261	predict_gene	mice
Gm15245	predict_gene	mice
Gm15726	predict_gene	mice
Gm15247	predict_gene	mice
Gm21887	predict_gene	mice
Gm17308	predict_gene	mice
Gm8797	predict_gene	mice
Gm37350	predict_gene	mice
Gm16685	predict_gene	mice
Gm32496	predict_gene	mice
Gm16337	predict_gene	mice
Gm38335	predict_gene	mice
Gm9833	predict_gene	mice
Gm37389	predict_gene	mice
Gm38303	predict_gene	mice
Gm10745	predict_gene	mice
Gm2464	predict_gene	mice
Gm38112	predict_gene	mice
Gm2464-1	predict_gene	mice
Gm33819	predict_gene	mice
Gm9733	predict_gene	mice
Gm37468	predict_gene	mice
Gm5150	predict_gene	mice
Gm30340	predict_gene	mice
Gm30667	predict_gene	mice
Gm16093	predict_gene	mice
Gm43525	predict_gene	mice
Gm31466	predict_gene	mice
Gm29137	predict_gene	mice
Gm43673	predict_gene	mice
Gm43674	predict_gene	mice
Gm43672	predict_gene	mice
Gm38324	predict_gene	mice
Gm37021	predict_gene	mice
Gm32950	predict_gene	mice
Gm33051	predict_gene	mice
Gm37867	predict_gene	mice
Gm1527	predict_gene	mice
Gm33206	predict_gene	mice
Gm38258	predict_gene	mice
Gm15462	predict_gene	mice
Gm15496	predict_gene	mice
Gm38025	predict_gene	mice
Gm37592	predict_gene	mice
Gm37640	predict_gene	mice
Gm37459	predict_gene	mice
Gm43666	predict_gene	mice
Gm43140	predict_gene	mice
Gm43077	predict_gene	mice
Gm38505	predict_gene	mice
Gm43208	predict_gene	mice
Gm20515	predict_gene	mice
Gm29135	predict_gene	mice
Gm42695	predict_gene	mice
Gm43207	predict_gene	mice
Gm3143	predict_gene	mice
Gm38509	predict_gene	mice
Gm43003	predict_gene	mice
Gm6639	predict_gene	mice
Gm15952	predict_gene	mice
Gm43079	predict_gene	mice
Gm43255	predict_gene	mice
Gm43204	predict_gene	mice
Gm11548	predict_gene	mice
Gm11549	predict_gene	mice
Gm12531	predict_gene	mice
Gm12532	predict_gene	mice
Gm12534	predict_gene	mice
Gm5148	predict_gene	mice
Gm42921	predict_gene	mice
Gm20755	predict_gene	mice
Gm43821	predict_gene	mice
Gm42920	predict_gene	mice
Gm43536	predict_gene	mice
Gm43538	predict_gene	mice
Gm43539	predict_gene	mice
Gm42784	predict_gene	mice
Gm16508	predict_gene	mice
Gm30852	predict_gene	mice
Gm42434	predict_gene	mice
Gm43733	predict_gene	mice
Gm31266	predict_gene	mice
Gm37190	predict_gene	mice
Gm31415	predict_gene	mice
Gm20557	predict_gene	mice
Gm37854	predict_gene	mice
Gm29230	predict_gene	mice
Gm38246	predict_gene	mice
Gm5103	predict_gene	mice
Gm37229	predict_gene	mice
Gm20089	predict_gene	mice
Gm37202	predict_gene	mice
Gm30074	predict_gene	mice
Gm37170	predict_gene	mice
Gm20402	predict_gene	mice
Gm30173	predict_gene	mice
Gm2447	predict_gene	mice
Gm30292	predict_gene	mice
Gm20750	predict_gene	mice
Gm42901	predict_gene	mice
Gm43803	predict_gene	mice
Gm16206	predict_gene	mice
Gm43565	predict_gene	mice
Gm10985	predict_gene	mice
Gm31026	predict_gene	mice
Gm26678	predict_gene	mice
Gm21958	predict_gene	mice
Gm42609	predict_gene	mice
Gm21954	predict_gene	mice
Gm43549	predict_gene	mice
Gm43376	predict_gene	mice
Gm26671	predict_gene	mice
Gm42512	predict_gene	mice
Gm43570	predict_gene	mice
Gm38186	predict_gene	mice
Gm5538	predict_gene	mice
Gm8298	predict_gene	mice
Gm38326	predict_gene	mice
Gm37035	predict_gene	mice
Gm37696	predict_gene	mice
Gm34240	predict_gene	mice
Gm34302	predict_gene	mice
Gm26850	predict_gene	mice
Gmps	predict_gene	mice
Gm37359	predict_gene	mice
Gm37305	predict_gene	mice
Gm17402	predict_gene	mice
Gm35299	predict_gene	mice
Gm35584	predict_gene	mice
Gm17641	predict_gene	mice
Gm1647	predict_gene	mice
Gm6634	predict_gene	mice
Gm20754	predict_gene	mice
Gm38353	predict_gene	mice
Gm20356	predict_gene	mice
Gm29133	predict_gene	mice
Gm37256	predict_gene	mice
Gm17359	predict_gene	mice
Gm36569	predict_gene	mice
Gm37892	predict_gene	mice
Gm37971	predict_gene	mice
Gm42468	predict_gene	mice
Gm42476	predict_gene	mice
Gm16000	predict_gene	mice
Gm43346	predict_gene	mice
Gm30043	predict_gene	mice
Gm43348	predict_gene	mice
Gm30097	predict_gene	mice
Gm10710	predict_gene	mice
Gm38096	predict_gene	mice
Gm26771	predict_gene	mice
Gm6525	predict_gene	mice
Gm37240	predict_gene	mice
Gm42813	predict_gene	mice
Gm42812	predict_gene	mice
Gm37933	predict_gene	mice
Gm37876	predict_gene	mice
Gm37855	predict_gene	mice
Gm3764	predict_gene	mice
Gm38392	predict_gene	mice
Gm37584	predict_gene	mice
Gm20652	predict_gene	mice
Gm43714	predict_gene	mice
Gm17146	predict_gene	mice
Gm43713	predict_gene	mice
Gm43738	predict_gene	mice
Gm16069	predict_gene	mice
Gm15998	predict_gene	mice
Gm15417	predict_gene	mice
Gm42809	predict_gene	mice
Gm19710	predict_gene	mice
Gm16048	predict_gene	mice
Gm42674	predict_gene	mice
Gm5849	predict_gene	mice
Gm43736	predict_gene	mice
Gm43735	predict_gene	mice
Gm43740	predict_gene	mice
Gm9774	predict_gene	mice
Gm38119	predict_gene	mice
Gm38201	predict_gene	mice
Gm4858	predict_gene	mice
Gm37245	predict_gene	mice
Gm37596	predict_gene	mice
Gm5773	predict_gene	mice
Gm9117	predict_gene	mice
Gm9125	predict_gene	mice
Gm10697	predict_gene	mice
Gm10696	predict_gene	mice
Gm5286	predict_gene	mice
Gm4778	predict_gene	mice
Gm43306	predict_gene	mice
Gm43401	predict_gene	mice
Gm10972	predict_gene	mice
Gm15234	predict_gene	mice
Gm15265	predict_gene	mice
Gm16740	predict_gene	mice
Gm128	predict_gene	mice
Gm4349	predict_gene	mice
Gm26594	predict_gene	mice
Gm17690	predict_gene	mice
Gm15444	predict_gene	mice
Gm20632	predict_gene	mice
Gm20633	predict_gene	mice
Gm20628	predict_gene	mice
Gm26553	predict_gene	mice
Gm17575	predict_gene	mice
Gm26689	predict_gene	mice
Gm26654	predict_gene	mice
Gm10685	predict_gene	mice
Gm15441	predict_gene	mice
Gm16253	predict_gene	mice
Gm42957	predict_gene	mice
Gm43734	predict_gene	mice
Gm17651	predict_gene	mice
Gm43076	predict_gene	mice
Gm15999	predict_gene	mice
Gm5544	predict_gene	mice
Gm4450	predict_gene	mice
Gm10681	predict_gene	mice
Gm12440	predict_gene	mice
Gm43120	predict_gene	mice
Gm43121	predict_gene	mice
Gm12474	predict_gene	mice
Gm43464	predict_gene	mice
Gm42538	predict_gene	mice
Gm43135	predict_gene	mice
Gm43134	predict_gene	mice
Gm16160	predict_gene	mice
Gm43241	predict_gene	mice
Gm43242	predict_gene	mice
Gm42678	predict_gene	mice
Gm42682	predict_gene	mice
Gm42681	predict_gene	mice
Gm43062	predict_gene	mice
Gm10964	predict_gene	mice
Gm15886	predict_gene	mice
Gm43064	predict_gene	mice
Gm5546	predict_gene	mice
Gm43257	predict_gene	mice
Gm29561	predict_gene	mice
Gm42956	predict_gene	mice
Gm43848	predict_gene	mice
Gm5547	predict_gene	mice
Gm42722	predict_gene	mice
Gm35507	predict_gene	mice
Gm27008	predict_gene	mice
Gm10961	predict_gene	mice
Gm36211	predict_gene	mice
Gm12498	predict_gene	mice
Gm12500	predict_gene	mice
Gm12524	predict_gene	mice
Gm42754	predict_gene	mice
Gm12523	predict_gene	mice
Gm12525	predict_gene	mice
Gm27244	predict_gene	mice
Gm9857	predict_gene	mice
Gm43221	predict_gene	mice
Gm6602	predict_gene	mice
Gm9889	predict_gene	mice
Gm43109	predict_gene	mice
Gm26544	predict_gene	mice
Gm43202	predict_gene	mice
Gm29151	predict_gene	mice
Gm26530	predict_gene	mice
Gm42893	predict_gene	mice
Gm42457	predict_gene	mice
Gm43191	predict_gene	mice
Gm42891	predict_gene	mice
Gm9916	predict_gene	mice
Gm43608	predict_gene	mice
Gm43607	predict_gene	mice
Gm40190	predict_gene	mice
Gm42835	predict_gene	mice
Gm42836	predict_gene	mice
Gm43569	predict_gene	mice
Gm43568	predict_gene	mice
Gm10959	predict_gene	mice
Gm43591	predict_gene	mice
Gm43731	predict_gene	mice
Gm42823	predict_gene	mice
Gm42825	predict_gene	mice
Gm42827	predict_gene	mice
Gm17225	predict_gene	mice
Gm15551	predict_gene	mice
Gm16958	predict_gene	mice
Gm43729	predict_gene	mice
Gm43653	predict_gene	mice
Gm42586	predict_gene	mice
Gm43053	predict_gene	mice
Gm43824	predict_gene	mice
Gm28543	predict_gene	mice
Gm35986	predict_gene	mice
Gm42697	predict_gene	mice
Gm42650	predict_gene	mice
Gm42997	predict_gene	mice
Gm43522	predict_gene	mice
Gm36520	predict_gene	mice
Gm43351	predict_gene	mice
Gm43349	predict_gene	mice
Gm43352	predict_gene	mice
Gm29865	predict_gene	mice
Gm42880	predict_gene	mice
Gm29811	predict_gene	mice
Gm43254	predict_gene	mice
Gm42567	predict_gene	mice
Gm42563	predict_gene	mice
Gm6135	predict_gene	mice
Gm30484	predict_gene	mice
Gm26691	predict_gene	mice
Gm43192	predict_gene	mice
Gm43194	predict_gene	mice
Gm26820	predict_gene	mice
Gm43603	predict_gene	mice
Gm43357	predict_gene	mice
Gm43356	predict_gene	mice
Gm567	predict_gene	mice
Gm4861	predict_gene	mice
Gm21962	predict_gene	mice
Gm42610	predict_gene	mice
Gm31678	predict_gene	mice
Gm43403	predict_gene	mice
Gm43087	predict_gene	mice
Gm43689	predict_gene	mice
Gm19708	predict_gene	mice
Gm5105	predict_gene	mice
Gm43691	predict_gene	mice
Gm16559	predict_gene	mice
Gm32693	predict_gene	mice
Gm43678	predict_gene	mice
Gm43049	predict_gene	mice
Gm44309	predict_gene	mice
Gm15688	predict_gene	mice
Gm15689	predict_gene	mice
Gm15540	predict_gene	mice
Gm43614	predict_gene	mice
Gm43613	predict_gene	mice
Gm43612	predict_gene	mice
Gm43616	predict_gene	mice
Gm33651	predict_gene	mice
Gm42703	predict_gene	mice
Gm42704	predict_gene	mice
Gm6260	predict_gene	mice
Gm42705	predict_gene	mice
Gm42706	predict_gene	mice
Gm42707	predict_gene	mice
Gm42708	predict_gene	mice
Gm42709	predict_gene	mice
Gm43446	predict_gene	mice
Gm43447	predict_gene	mice
Gm34866	predict_gene	mice
Gm43240	predict_gene	mice
Gm16233	predict_gene	mice
Gm17501	predict_gene	mice
Gm43861	predict_gene	mice
Gm10636	predict_gene	mice
Gm16325	predict_gene	mice
Gm29771	predict_gene	mice
Gm36831	predict_gene	mice
Gm37041	predict_gene	mice
Gm36888	predict_gene	mice
Gm43573	predict_gene	mice
Gm10287	predict_gene	mice
Gm30382	predict_gene	mice
Gm42649	predict_gene	mice
Gm31121	predict_gene	mice
Gm43470	predict_gene	mice
Gm43468	predict_gene	mice
Gm42949	predict_gene	mice
Gm43617	predict_gene	mice
Gm43619	predict_gene	mice
Gm43455	predict_gene	mice
Gm16213	predict_gene	mice
Gm16231	predict_gene	mice
Gm43832	predict_gene	mice
Gm43400	predict_gene	mice
Gm20389	predict_gene	mice
Gm42947	predict_gene	mice
Gm15577	predict_gene	mice
Gm43159	predict_gene	mice
Gm33466	predict_gene	mice
Gm20752	predict_gene	mice
Gm26857	predict_gene	mice
Gm11808	predict_gene	mice
Gm11782	predict_gene	mice
Gm11802	predict_gene	mice
Gm11795	predict_gene	mice
Gm26548	predict_gene	mice
Gm11816	predict_gene	mice
Gm11817	predict_gene	mice
Gm11815	predict_gene	mice
Gm11827	predict_gene	mice
Gm26663	predict_gene	mice
Gm11831	predict_gene	mice
Gm11832	predict_gene	mice
Gm10604	predict_gene	mice
Gm26895	predict_gene	mice
Gm11840	predict_gene	mice
Gm11842	predict_gene	mice
Gm11846	predict_gene	mice
Gm11820	predict_gene	mice
Gm11823	predict_gene	mice
Gm11837	predict_gene	mice
Gm11844	predict_gene	mice
Gm11861	predict_gene	mice
Gm11851	predict_gene	mice
Gm12353	predict_gene	mice
Gm12354	predict_gene	mice
Gm11872	predict_gene	mice
Gm30731	predict_gene	mice
Gm11884	predict_gene	mice
Gm28448	predict_gene	mice
Gm27243	predict_gene	mice
Gm11899	predict_gene	mice
Gm11915	predict_gene	mice
Gm11917	predict_gene	mice
Gm11916	predict_gene	mice
Gm11924	predict_gene	mice
Gm12753	predict_gene	mice
Gm136	predict_gene	mice
Gm12364	predict_gene	mice
Gm12371	predict_gene	mice
Gm12374	predict_gene	mice
Gm12381	predict_gene	mice
Gm17094	predict_gene	mice
Gm6297	predict_gene	mice
Gm12406	predict_gene	mice
Gm12405	predict_gene	mice
Gm13307	predict_gene	mice
Gm21541	predict_gene	mice
Gm20878	predict_gene	mice
Gm21093	predict_gene	mice
Gm3892	predict_gene	mice
Gm3893	predict_gene	mice
Gm13304	predict_gene	mice
